stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,3.21,0,1.07,0,0,0,0,0,0,0,0,0,0,4.28,8.56,0,102.7,0,0,3.21,0,14.98,12.84,0,0,0,78.09,1.07,0,28.88,0,0,0,0
21Day,12.05,0,0,14.72,0,2.68,0,1.34,0,0,1.34,1.34,4.02,0,0,1.34,0,17.4,1.34,259.68,0,0,32.12,0,13.39,2.68,1.34,0,0,12.05,6.69,0,1.34,2.68,0,0,0
3Month,6.72,0.96,0.32,42.55,0.96,0,1.6,0.32,0,1.92,9.6,0,190.05,9.28,0.64,4.8,0.64,57.59,1.92,170.53,20.8,0,12.8,0.96,0.64,0.32,1.28,0.64,0,0.64,2.24,4.16,1.6,0,1.28,0.96,3.52
22Month,1.64,3.28,1.64,39.91,0,0,1.64,0.55,0.55,3.28,10.39,3.28,642.32,3.28,1.64,9.29,1.09,21.32,6.01,167.82,1.09,2.73,6.56,0,1.09,0.55,1.09,2.19,2.19,0,3.28,1.64,3.28,0,0.55,0,1.09
