stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,36.78,0,0,0,0,0,0,0,0,0,4.09,0,12.26,28.6,0,0,0,4.09,16.35,310.57,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,5.35,3.21,3.21,0,0,0,0,0,0,0,3.21,7.49,0,22.47,0,1.07,0,0,207.54,89.86,0,0,0,13.91,0,0,13.91,0,1.07,1.07,0,0,0
21Day,6.69,1.34,17.4,4.02,1.34,4.02,0,0,0,0,5.35,0,1.34,0,2.68,30.79,0,0,2.68,0,74.96,24.09,0,0,0,10.71,1.34,0,4.02,4.02,2.68,2.68,0,0,0
3Month,0,0.96,12.48,0,0,0.32,2.56,1.92,9.92,1.28,0,1.92,0.96,4.16,1.6,7.36,0.32,0,0.64,0.32,0.96,0,0.32,0.32,0,0,0.32,10.88,1.28,0,0,0,1.6,239.96,3.2
22Month,0,2.73,3.28,0,0,0,0,1.09,17.49,0,0,1.64,0,1.09,0.55,4.37,0.55,1.09,0,0,0,0,0,0,0.55,0,0,2.73,0.55,0.55,0,0,0,1.64,1.09
