stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,17.12,0,0,9.63,3.21,0,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,20.08,0,4.02,0,0,0,0,0,104.41,0,4.02,1.34,2.68,5.35,5.35,9.37,0,1.34,0,1.34,13.39,4.02,0,0,0,5.35,9.37,0,1.34,1.34,1.34,0,0,0
3Month,0.32,8.96,13.76,160.29,0.32,0,15.36,0.64,16.96,13.76,0.32,4668.06,22.4,1.6,61.11,13.44,17.92,10.88,27.2,4.48,5.76,15.68,6.72,3.84,0.64,8.96,2.88,0,1.92,69.43,8.32,0.96,0,0,7.68,10.56,15.36
22Month,1.09,21.32,13.67,501.83,0,0,30.61,2.19,46.47,38.81,10.39,9779.11,15.85,4.37,57.95,3.83,4.37,25.69,47.01,2.73,185.32,12.57,0,2.19,0.55,16.95,14.21,4.37,1.09,14.76,6.01,3.28,4.92,1.64,2.73,0,18.04
