stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,4.09,0,4.09,0,0,4.09,0,0,0,0,0,0,0,32.69,8.17,0,0,0,0,28.6,28.6,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,4.28,0,1.07,0,0,0,0,0,0,0,0,2.14,10.7,0,7.49,0,1.07,0,0,26.74,5.35,1.07,0,0,6.42,0,0,4.28,2.14,0,0,0
21Day,1.34,1.34,0,10.71,0,2.68,0,4.02,0,0,0,0,4.02,0,4.02,0,2.68,1.34,0,4.02,0,0,0,0,9.37,1.34,0,0,0,0,4.02,2.68,0,0,0,0,1.34
3Month,0.64,2.24,5.12,63.67,0.32,0,0.64,0.32,0.64,12.8,39.03,0,157.42,19.2,2.56,35.51,8,19.2,30.08,15.68,2.88,0.32,16.64,5.76,2.56,0.32,7.04,2.24,0,0.96,2.88,71.67,1.28,0.32,4.8,34.23,24.96
22Month,1.64,1.64,2.19,12.57,0,0,1.64,0,0,6.56,40.45,7.65,168.92,7.11,3.83,23.51,2.19,1.64,33.35,16.95,0.55,3.28,3.28,1.09,0,0.55,2.19,1.09,2.19,0,0.55,11.48,1.09,0,0,0,8.75
