stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,36.78,0,0,0,0,16.35,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,34.23,2.14,0,8.56,4.28,6.42,0,0,0,0,0,0,0,0,0,0,6.42,11.77,0,7.49,0,0,0,0,501.73,27.81,4.28,2.14,0,5.35,0,0,4.28,1.07,0,0,0,0,0
21Day,32.12,0,0,29.45,4.02,2.68,0,0,0,0,0,0,0,0,0,4.02,1.34,2.68,1.34,5.35,0,0,2.68,0,125.82,6.69,4.02,1.34,0,8.03,5.35,0,5.35,5.35,2.68,1.34,0,0,1.34
3Month,0.32,2.24,3.84,27.52,0.32,0,0.32,0,9.92,1.28,0.32,0,22.08,3.2,0.32,39.99,5.76,3.52,0.64,2.88,1.92,0,0.96,2.56,26.24,0.64,17.28,4.8,0,0.64,0.96,10.56,0.64,0,0,0,1.28,1.92,0.96
22Month,2.73,3.28,2.19,23.51,0.55,0,1.09,0.55,4.37,2.73,1.09,0,37.72,1.09,0.55,39.36,1.64,1.09,2.73,6.56,0,1.09,0.55,0.55,16.95,0,16.4,8.75,2.19,0,0,13.12,9.29,7.65,0,0,0,0,1.09
