stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,2.14,3.21,1.07,0,0,0,0,0,0,0,0,1.07,0,9.63,0,1.07,0,129.44,53.49,0,1.07,7.49,0,0,6.42,1.07,1.07,0,0,0,0
21Day,6.69,2.68,4.02,0,0,1.34,0,0,0,0,0,2.68,1.34,1.34,5.35,0,4.02,0,4.02,0,26.77,22.76,0,0,2.68,4.02,1.34,0,0,0,1.34,0,0,0
3Month,0.64,0.96,2.24,0.32,0,0.32,0,1.28,0,13.76,0.32,0.32,2.24,0,0.32,0.96,3.84,0,1.28,4.16,0.32,0,0,0,0.32,0.32,6.08,0,0,0,0,0.64,3.52,1.92
22Month,0,1.09,8.75,0,0,1.64,0.55,2.19,1.09,53.57,2.73,5.47,5.47,0,1.09,1.09,9.29,3.28,1.09,1.09,0,0,0.55,1.64,1.09,0,7.65,0.55,0,0,0,0.55,0,1.09
