stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,408.64,0,0,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,26.74,1.07,0,0,0,1.07,0,0,0,0,0,0,56.7,512.43,0,5.35,0,0,0,6.42,21.4,14.98,1.07,1.07,0,3.21,0,1.07,3.21,0,0,0,0,0
21Day,4.02,0,10.71,121.81,4.02,0,1.34,1.34,0,0,0,1.34,0,14.72,29.45,9.37,215.5,9.37,12.05,0,0,5.35,0,9.37,2.68,9.37,0,0,9.37,5.35,6.69,1.34,1.34,5.35,0,0,25.43
3Month,0.64,2.24,29.76,211.17,0,2.24,0.64,93.11,9.92,0,0,35.19,8.32,0.96,684.69,14.08,8,55.67,8,2.56,0.32,73.91,31.36,1.92,0,41.27,0.32,0,0.96,3.2,181.73,0.64,0,0,2.88,129.26,19.84
22Month,0.55,3.28,73.8,366.26,0,1.09,0,186.41,15.31,4.92,0,255.83,2.19,5.47,1640.51,6.01,1.64,20.77,10.93,0,7.65,96.21,3.28,3.83,0,83.09,3.28,0.55,0,1.64,72.16,1.09,0,0,0.55,0.55,15.85
