stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,2.14,2.14,0,0,0,1.07,0,0,1.07,0,0,0,0,0,0
21Day,2.68,0,0,124.48,1.34,0,0,0,0,0,0,1.34,8.03,0,0,45.51,1.34,4.02,0,0,0,0,1.34,1.34,0,0,0,0,0,1.34,0,0,1.34,0,0,0,5.35
3Month,0.32,3.52,1.28,257.56,0,0.32,0,2.88,3.84,0.32,17.6,2.56,1.6,6.08,3.2,85.11,6.72,8.32,3.2,0.64,0.64,0.96,2.24,0,0.96,0.64,0,0,2.24,29.76,0.64,0,0,0.32,5.44,25.6,12.16
22Month,0.55,5.47,2.19,535.72,0,2.19,1.09,7.11,21.87,16.95,156.34,5.47,18.59,20.77,12.03,173.84,18.59,57.95,0.55,8.2,3.83,0,2.19,0.55,2.19,1.09,2.19,0.55,0.55,15.31,1.09,1.09,0,0,3.28,0,12.57
