stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,4.09,106.25,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,0,0,3.21,0,2.14,0,0,0,0,0,0,0,0,1.07,1.07,0,7.49,0,1.07,0,0,244.98,53.49,2.14,0,5.35,0,0,12.84,0,1.07,3.21,0,0,0
21Day,8.03,0,0,33.46,2.68,5.35,0,0,0,0,4.02,2.68,6.69,1.34,2.68,18.74,5.35,57.56,0,0,6.69,0,171.33,69.6,2.68,2.68,29.45,6.69,0,14.72,2.68,4.02,0,0,0,1.34
3Month,0,0,0.32,4.8,0,0,0.32,0.64,0,0,3.2,1.92,0,1.28,0.96,0.32,1.28,1.92,0.32,0,0.64,0.32,1.28,0.64,0.96,0.32,0.96,0.32,1.28,0.32,0,0,0,0.64,0.32,0.96
22Month,0,0.55,0,2.19,0,0,0,0,1.09,2.73,15.31,1.09,0.55,1.09,0,0,2.73,4.92,0,0,0,0,1.64,0,1.09,0.55,0,0,1.64,4.92,0,0,0,1.09,0,0.55
