stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,7.49,1.07,0,7.49,4.28,6.42,0,0,0,0,0,0,0,0,0,0,2.14,21.4,1.07,14.98,1.07,13.91,1457.06,55.63,0,0,20.33,1.07,0,9.63,66.33,64.19,2.14,0,0,0
21Day,6.69,0,0,24.09,0,22.76,0,4.02,0,0,0,0,0,1.34,4.02,1.34,1.34,17.4,4.02,40.16,0,26.77,448.41,12.05,0,4.02,12.05,9.37,2.68,9.37,88.34,369.44,4.02,0,0,1.34
3Month,0,0,0.32,8.64,0.32,0,0.32,0,0.32,0.64,0.32,0,4.48,0,0.32,0.64,1.6,3.2,0.64,4.48,0,0,8,1.92,0.64,0,0.32,0.32,17.28,1.6,0,0.64,0.96,0.64,14.4,0.96
22Month,0,0,1.09,2.19,0.55,0,0,0,1.09,0.55,2.19,30.61,15.31,0,0.55,1.64,0.55,0.55,1.09,2.19,0.55,0,13.12,0,1.09,0,0,0,7.65,3.28,3.83,0,0.55,0,0.55,0
