stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,28.6,0,0,0,0,85.81,1973.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,40.65,5.35,0,39.58,10.7,67.4,0,0,0,0,0,1.07,0,0,0,0,34.23,80.23,9.63,94.14,0,1.07,0,0,3844.83,3184.77,3.21,7.49,249.26,1.07,1.07,108.05,1.07,3.21,5.35,0,0,0
21Day,13.39,0,1.34,9.37,0,8.03,0,2.68,0,0,0,0,0,0,2.68,2.68,0,4.02,16.06,41.49,0,0,5.35,0,321.25,315.89,0,1.34,17.4,16.06,0,18.74,0,0,0,0,0,5.35
3Month,0,0.32,0.96,24.96,0,0,0.32,0,9.6,0.96,0,0,9.6,1.6,0.64,3.84,1.6,2.56,8.64,17.6,0.96,0,0.64,0.96,4.16,9.6,4.48,0,0.32,0.64,52.15,0.32,0,0,0.64,0.32,51.19,0.96
22Month,0,1.09,0,9.29,0,0,0,0,7.11,2.19,3.28,0,37.72,0,0,2.19,0,1.09,1.64,8.2,0.55,1.09,0,0,1.64,9.29,2.73,0,0.55,0.55,28.97,1.64,0.55,0,0,0,0.55,0.55
