stage,Epithelial_cell,Ionocyte,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia
24hpf,0,0,0,4.09,0,12.26,0,0
72hpf,2.14,1.07,2.14,4.28,20.33,26.74,1.07,1.07
21Day,2.68,0,0,0,0,1.34,0,0
