stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,1.07,0,0,0,0,0,0,1.07,0,0,0,22.47,8.56,0,1.07,0,12.84,0,12.84,46,6.42,0,1.07,0,1.07,3.21,0,0,0,0,0,0,0,0
21Day,0,0,17.4,24.09,1.34,10.71,0,9.37,0,1.34,0,0,82.99,0,9.37,121.81,6.69,12.05,4.02,9.37,0,1.34,4.02,14.72,28.11,5.35,0,0,0,4.02,20.08,0,5.35,4.02,2.68,1.34,0,0,5.35
3Month,1.28,2.56,16.96,31.99,0,0,3.2,0.64,8.64,5.44,0,0,501.04,10.88,0.32,529.2,19.84,10.88,3.52,7.68,2.56,0.64,3.2,92.15,0.96,0.32,1.28,4.16,0,0.32,17.6,0.64,69.43,0.64,0,0,4.8,20.8,3.2
22Month,0,5.47,44.28,32.8,0.55,0,4.37,0,19.13,6.01,1.09,0,1094.4,6.01,0.55,529.16,4.37,1.09,3.28,4.37,0.55,28.97,3.83,8.2,0.55,0,3.28,4.37,3.28,0,2.19,0,30.07,1.09,0.55,0,0,0.55,0.55
