stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,1.07,0,3.21,0,0,0,0,0,0,1.07,0,3.21,0,1.07,0,0,93.07,4.28,9.63,0,14.98,0,0,0,0,6.42,0,0
21Day,16.06,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,12.05,0,0,0,58.9,0,0,0,1.34,1.34,0,0
3Month,0,0,0.32,3.2,0.32,0,0,0,0,4.48,0.96,0,1.6,0,2.24,0.96,0,0.32,0.32,0,0,6.72,0,0,0.96,2.88,0,0,0,0.32,0.64
22Month,0,0.55,0,3.83,0,0,0.55,4.92,1.09,50.29,2.73,0.55,6.01,0.55,0,4.92,1.64,1.64,2.19,0,0.55,7.65,0.55,0,0,1.64,1.09,0,0,0,0.55
