stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,4.09,0,24.52,0,53.12,0,8.17,0,0,0,0,0,0,0,16.35,4.09,32.69,106.25,0,0,0,0,134.85,678.34,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,181.86,14.98,0,70.61,8.56,99.49,0,2.14,0,1.07,0,0,0,1.07,0,19.26,156.19,28.88,127.31,0,3.21,9.63,0,12745.49,345.54,3.21,7.49,143.35,3.21,0,74.89,18.19,8.56,10.7,0,0,0
21Day,132.51,5.35,1.34,121.81,6.69,156.61,0,17.4,0,5.35,0,21.42,2.68,40.16,26.77,4.02,60.23,37.48,191.41,0,0,33.46,0,6601.65,95.04,8.03,26.77,68.27,157.95,0,26.77,33.46,49.53,8.03,1.34,0,34.8
3Month,0,0.32,0.32,11.52,0,0,0.32,0.32,0.64,4.16,0,10.56,6.4,0.96,4.48,0.96,5.76,3.52,6.72,0.64,0.32,1.92,0.96,100.14,0.64,5.44,3.52,0,1.6,1.28,2.24,1.92,0,0,1.6,0.64,6.72
22Month,0.55,2.19,0,9.29,0.55,0,1.64,0,1.64,15.31,0.55,34.44,8.2,1.09,10.39,0,4.37,12.57,41,0.55,1.64,3.83,0,71.07,0.55,20.77,7.65,0,0.55,5.47,6.56,31.71,0,0,0.55,0,2.19
