stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,40.86,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,4.28,0,4.28,0,1.07,0,1.07,0,0,0,0,0,0,0,0,7.49,5.35,0,6.42,0,1.07,0,0,80.23,7.49,68.47,1.07,0,5.35,0,0,0,0,0,0,0,0,0
21Day,61.57,0,2.68,76.3,1.34,216.84,0,2.68,0,0,1.34,0,10.71,0,21.42,26.77,4.02,16.06,12.05,93.7,0,0,10.71,0,107.08,20.08,6087.65,6.69,0,30.79,18.74,0,14.72,187.39,8.03,2.68,0,0,40.16
3Month,1.6,18.24,17.92,390.98,0.96,0,4.8,3.2,1.92,45.43,55.03,0.32,366.02,263,5.76,401.22,62.39,60.79,110.38,135.98,24.32,0.96,20.8,71.99,11.84,1.28,15056.17,8.96,0,4.48,24.32,370.18,17.28,0,0,0.96,48.95,52.79,50.55
22Month,1.64,15.85,16.4,223.58,0,0,16.4,1.64,0.55,68.33,38.27,4.92,462.47,16.95,9.29,529.16,4.92,12.57,32.8,47.56,3.83,15.31,5.47,1.09,3.28,0,11889.19,4.92,10.93,0,3.83,74.89,8.2,1.64,0,0,2.19,0,55.76
