stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,1626.39,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,547.58,0,0,0,0,12.26,232.93,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0
72hpf,34.23,7.49,0,1689.2,4.28,17.12,0,1.07,0,0,0,0,0,0,3.21,0,2.14,180.79,0,479.27,0,0,1.07,1.07,102.7,68.47,1.07,2.14,1216.35,0,0,2.14,13.91,4.28,1.07,3.21,0,0,0
21Day,25.43,6.69,4.02,381.48,2.68,34.8,0,2.68,0,0,1.34,0,10.71,0,2.68,4.02,2.68,41.49,4.02,1058.78,4.02,0,20.08,0,37.48,26.77,1.34,0,1254.21,29.45,0,1.34,6.69,1.34,6.69,5.35,0,0,10.71
3Month,0,0.64,1.28,22.4,0.32,0,0.64,0.32,0.32,5.76,20.16,0,18.24,3.52,0.64,7.68,2.24,11.52,3.84,370.82,137.9,0,2.56,2.88,1.92,0,1.28,0.96,0.96,1.6,0.32,51.19,0.32,0,0,0.32,1.92,6.72,3.2
22Month,0,3.83,1.09,6.56,1.09,0,2.73,1.09,0,1.09,10.93,19.13,41.55,1.09,1.64,9.84,0.55,4.37,2.73,549.39,26.79,3.28,0.55,0,0,0,1.09,0.55,2.73,1.09,0,12.57,1.09,0.55,0,0,0,0,1.64
