stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,2.14,1.07,2.14,0,0,0,0,0,0,0,0,4.28,0,3.21,0,0,0,0,673.97,19.26,1.07,0,0,4.28,0,0,4.28,0,1.07,1.07,0,0,0
21Day,1.34,2.68,0,4.02,0,2.68,0,0,0,1.34,0,0,0,1.34,0,1.34,4.02,0,0,0,0,151.25,5.35,0,0,0,2.68,1.34,0,2.68,4.02,4.02,0,0,0,0
3Month,0,0.32,0.96,8.32,0.32,0,0.96,1.28,0,11.84,1.28,0,1.6,0,1.6,0.32,4.16,0.32,0,0,0.64,1.92,0,0,0,0,0,0,1.28,0,0,0,0.32,0.32,0.96,0.64
22Month,0,1.09,0.55,4.92,0,0,1.09,5.47,1.09,70.52,2.73,1.64,2.73,0,1.09,4.37,6.56,0,1.64,0.55,0,1.09,0,1.09,0.55,0.55,0.55,0,2.73,0,0.55,0,0,0,0,1.09
