stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,77.64,0,0,0,4.09,0,16.35,16.35,0,0,0,0,0,20.43,0,0,0,24.52,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,5.35,0,0,0,0,3.21,0,0,0,0,0,0
21Day,0,0,1.34,0,0,0,0,0,0,0,4.02,2.68,0,2.68,0,0,0,0,2.68,1.34,0,0,0,1.34,0,6.69,22.76,0,0,0
3Month,0,0.32,10.88,0,1.28,0.64,0,6.4,2.24,2.56,3.84,0.96,0.64,1.92,0.32,0,1.28,0.64,0.64,0.32,4.16,0.64,0,0,1.28,84.15,0.96,1.6,61.11,0.32
22Month,0,1.64,9.29,0,0.55,1.09,0,15.85,0.55,0.55,0,0,1.64,1.64,0,0.55,0,0,0.55,0,6.01,0,7.65,0,0,39.36,14.76,0,0.55,0.55
