stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,3.21,13.91,1.07,0,0,0,0,0,5.35,3.21,0,0,0,0,0,0,2.14,0,0,0,0,0,0
21Day,1.34,1.34,5.35,50.86,0,0,0,0,0,0,0,0,0,4.02,2.68,21.42,10.71,0,0,0,1.34,0,0,1.34,2.68,0,0,1.34,1.34,0,1.34,0,0,0,0,0,1.34
3Month,0,1.28,13.12,151.34,0.32,1.6,0.32,42.23,8.96,0,28.48,7.36,0.96,207.01,13.12,42.55,30.72,7.68,1.6,0,1.28,5.12,0.64,0,3.84,0,0,0,2.88,0.32,54.71,0.96,0,0.32,4.8,33.59,6.72
22Month,0,6.01,25.15,80.9,0.55,1.09,1.09,27.88,14.21,11.48,74.89,6.01,4.92,253.65,8.2,14.76,43.19,12.03,0.55,1.64,3.83,0,0.55,0,4.37,2.19,8.75,0,1.09,0,33.89,0.55,0.55,0,1.09,0,18.59
