stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,4.09,0,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,16.35,20.43,0,0,0,0,16.35,237.01,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,8.56,2.14,2.14,0,0,0,0,0,0,1.07,0,0,0,4.28,32.09,1.07,25.67,0,2.14,1.07,0,17.12,31.02,0,0,0,29.95,1.07,1.07,5.35,0,8.56,0,0,0
21Day,2.68,1.34,0,32.12,0,0,0,5.35,0,0,0,0,10.71,0,4.02,0,2.68,9.37,13.39,28.11,0,0,4.02,0,8.03,13.39,0,4.02,0,13.39,10.71,1.34,2.68,0,2.68,0,0,10.71
3Month,0,4.8,2.24,45.11,0,0,1.28,0.96,5.12,6.08,0,0,430.97,16.32,1.6,7.36,5.12,11.52,19.84,15.68,2.56,0.32,3.52,2.88,1.28,0.96,0.64,1.28,0,1.92,8,24.96,0.96,0,1.28,7.36,3.2,15.36
22Month,1.09,7.65,4.37,28.97,0,0,1.09,0.55,2.73,8.75,9.29,0,1537.74,14.76,4.37,13.12,0,4.37,20.77,21.32,0,14.76,3.83,0,0.55,1.09,1.09,3.83,2.73,0.55,1.64,6.56,8.2,1.64,0,1.09,0,4.92
