stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,7.49,0,13.91,1997.3,0,5.35,0,0,0,0,0,0,0,0,23.54,6.42,6.42,0,0,0,0,69.54,31.02,0,0,0,5.35,0,0,3.21,1.07,3.21,0,0,0
21Day,9.37,2.68,0,30.79,2528.49,0,432.35,0,1.34,0,2.68,1.34,8.03,4.02,1.34,12.05,12.05,29.45,0,0,0,0,37.48,20.08,4.02,4.02,0,4.02,33.46,0,0,18.74,0,0,0,4.02
3Month,0,1.6,0.64,22.4,0,25.6,3.2,4.8,0.32,0,48.31,1.6,0.32,29.76,2.24,2.88,2.56,2.88,0.32,0,3.84,4.16,0.64,0.32,6.4,0.32,0,0.64,2.24,67.83,0.32,0,0,0.96,54.71,1.6
22Month,0.55,2.19,2.19,15.85,0,27.33,3.28,5.47,4.37,1.64,92.38,2.73,1.09,33.35,0.55,2.19,10.39,6.56,0.55,1.09,7.11,1.09,2.19,0,3.83,0.55,0.55,0,1.64,12.03,0.55,0,0,0,0,2.19
