stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,12.26,122.59,0,0,4.09,0,0,0,0,0,0,0
72hpf,7.49,1.07,0,1.07,0,7.49,0,0,0,0,0,0,0,0,0,0,0,6.42,0,5.35,0,0,0,0,39.58,35.3,0,1.07,6.42,0,0,3.21,0,0,0,0
21Day,5.35,5.35,0,2.68,0,2.68,0,4.02,0,0,1.34,0,2.68,0,1.34,0,1.34,1.34,4.02,9.37,0,0,2.68,0,29.45,20.08,0,0,2.68,0,1.34,1.34,1.34,0,0,1.34
3Month,0.64,2.56,0.32,17.28,0.64,0,0.96,0.32,0.64,2.56,1.6,0.64,51.51,2.56,0.96,10.24,1.6,8.64,2.24,6.72,1.28,0,3.52,2.24,0.32,0.32,0,0,0,1.28,31.04,0.32,0,3.2,14.72,3.2
22Month,0,0.55,1.09,2.73,0,0,0,0,0,2.19,4.92,0,31.71,0.55,1.09,4.37,0,0.55,4.37,1.64,0,0.55,0,0,0.55,0.55,1.09,1.09,0.55,0.55,3.28,0,0.55,0,0,2.73
