stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,4.09,0,89.9,8.17,0,0,0,0,0,8.17,0,0,0,0,0,20.43,12.26,81.73,0,0,0,0,73.56,6084.66,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,10.7,1.07,0,9.63,2.14,7.49,0,0,0,0,0,0,0,0,0,17.12,24.61,1.07,21.4,0,0,0,0,864.39,390.47,9.63,16.05,24.61,0,0,141.21,1.07,2.14,1.07,0,0,0
21Day,2.68,0,0,12.05,0,4.02,0,0,1.34,0,0,1.34,1.34,0,0,0,4.02,0,8.03,0,0,0,0,36.14,105.74,1.34,60.23,4.02,6.69,0,53.54,0,1.34,4.02,0,0,4.02
3Month,0,1.92,0.32,12.8,0,0,0,2.56,3.84,0,0,8,4.16,0,2.24,0,0.64,1.28,2.56,0.64,0,0,0.32,0,0,48.63,124.14,0.64,0.96,1.28,2.24,0,0,0,1.28,1.6,2.56
22Month,0,1.09,1.64,10.93,0,0,0.55,0.55,3.28,3.28,0,15.85,1.09,0.55,8.2,1.09,1.09,2.73,2.73,0,1.64,0.55,0,1.09,0,52.48,302.85,0,0,2.19,1.09,0,0,0,0,0,1.09
