stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,40.86,0,0,4.09,28.6,130.76,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,10.7,0,0,3.21,3.21,1.07,0,0,0,0,0,0,0,0,0,0,1.07,7.49,1.07,9.63,0,0,0,487.82,53.49,1.07,3.21,9.63,0,0,6.42,1.07,1.07,5.35,0,0,0
21Day,5.35,1.34,2.68,16.06,5.35,17.4,0,2.68,0,0,1.34,0,1.34,0,16.06,2.68,2.68,16.06,18.74,16.06,1.34,5.35,0,546.12,64.25,0,8.03,9.37,12.05,9.37,5.35,4.02,8.03,24.09,0,0,1.34
3Month,0,0.32,0.32,5.44,0,0,0.32,0,0.32,2.56,4.8,0,3.2,1.92,0.64,1.28,2.56,1.28,3.2,0.64,0,0.64,0.64,17.6,0,1.6,5.12,0,1.28,77.75,0,0,0,0.32,0.64,53.43,3.84
22Month,0,2.19,0,1.09,0,0,0.55,0,0,2.73,1.09,0,4.37,1.09,0,2.73,0.55,0,0.55,1.09,0,0,0,17.49,0,1.09,3.83,0,0,15.31,1.64,0.55,0,0,0,0.55,0.55
