stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,5.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,1.07,46,6.42,0,0,1.07,0,1.07,1.07,0,0,0,0
21Day,0,8.03,0,4.02,0,2.68,0,1.34,0,0,0,1.34,0,0,2.68,0,0,0,1.34,0,0,0,1.34,5.35,0,0,0,0,0,0,0,2.68,0,0,0
3Month,0,124.78,6.08,72.95,0.32,0,0.32,0.64,3.84,2.24,0,159.01,6.72,0.32,84.79,2.88,7.36,2.24,5.76,0.96,1.28,1.92,24.96,0.32,0,0.64,0.96,0,2.88,2.24,0.64,1.6,5.44,0.64,1.92
22Month,0.55,132.29,9.29,13.67,0,0,1.09,0,1.64,4.92,2.19,317.61,1.64,1.64,101.13,0.55,1.09,4.37,7.65,1.09,12.03,0.55,4.92,0.55,0,0.55,1.09,1.09,0,7.65,0,1.09,1.09,0,0
