stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,20.43,28.6,0,0,0,0,4.09,98.07,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,0,8.56,0,0,0,0,0,0,0,1.07,0,0,6.42,5.35,6.42,0,0,0,0,13.91,16.05,0,0,0,4.28,0,0,3.21,1.07,1.07,0,0,0
21Day,0,1.34,0,14.72,5.35,0,1.34,0,1.34,0,0,0,5.35,2.68,1.34,6.69,8.03,6.69,0,0,1.34,0,5.35,2.68,0,0,0,0,0,0,0,0,0,0,0,5.35
3Month,0,1.6,1.28,17.6,0,0.32,0.64,2.88,6.4,0,63.35,3.84,0.64,8.32,3.2,3.2,12.8,6.08,0.32,0,2.56,0.32,0,0.32,0.32,0.32,0,0.64,0.96,16.32,0.32,0,0,1.6,61.75,4.16
22Month,0,1.09,0.55,10.39,0,1.09,0.55,0.55,8.2,1.64,97.3,1.09,4.37,11.48,0.55,1.09,13.12,9.29,0.55,3.83,1.64,0,1.09,0.55,0,0,0.55,0,1.09,0.55,0,0.55,0,0.55,1.09,2.73
