stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,77.64,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,122.59,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,14.98,0,0,0,0,0,3.21,0,0,0,1.07,0,2.14,44.93,10.7,1.07,0,0,0,0,1.07,3.21,0,0,2.14,0,0,0,2.14,0,0,0,0
21Day,2.68,1.34,0,85.67,0,5.35,0,0,0,4.02,0,0,8.03,18.74,2.68,0,22.76,37.48,12.05,0,0,1.34,0,4.02,4.02,0,0,0,2.68,0,0,1.34,1.34,0,0,5.35
3Month,0,0.32,0.96,24.32,0,0,0.32,0.64,1.6,59.19,0,3.2,91.83,0.64,3.2,0.96,1.6,20.16,1.28,0,0,0,0.64,0.64,0,0.64,0,0,0.64,0.64,1.92,0,0,0.32,1.92,3.52
22Month,0,0,0,12.57,0.55,0,0.55,1.09,1.64,198.98,0.55,26.79,25.69,1.64,3.28,0,0.55,75.98,1.09,0.55,1.09,0.55,0,0.55,0,0,0.55,0,1.09,0,1.64,0,0,0,0,2.73
