stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,122.59,0,0,0,0,0,212.49,8.17,8.17,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,17.12,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,25.67,70.61,0,1.07,0,0,0,0,26.74,4.28,0,0,3.21,4.28,0,0,2.14,1.07,0,0,0
21Day,2.68,0,1.34,222.2,0,2.68,0,1.34,0,5.35,0,0,0,2.68,0,4.02,0,53.54,76.3,1.34,12.05,0,0,4.02,0,16.06,4.02,0,1.34,4.02,6.69,0,0,0,1.34,0,0,0
3Month,1.28,1.92,3.84,902.26,4.48,0,3.52,0,2.88,214.69,6.08,0,0,87.35,13.44,0.32,23.36,59.19,54.07,13.76,17.6,3.2,0,8.64,0.96,20.8,1.6,10.88,0.64,1.92,10.24,11.2,0.96,0,0,13.12,8,12.8
22Month,0.55,2.73,0.55,360.25,0,0,2.19,0,0,125.18,6.01,1.64,0,69.43,2.19,0.55,13.12,13.12,21.32,9.29,4.37,0,3.83,3.28,0,13.67,0.55,7.65,0.55,0.55,2.19,1.09,2.19,0,0,1.64,0,1.09
