stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,4.09,16.35,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,98.42,0,5.35,0,0,0,0,0,0,0,0,0,0,68.47,0,236.42,0,1.07,2.14,1.07,34.23,10.7,1.07,1.07,213.96,0,0,3.21,0,2.14,5.35,0,0,0
21Day,9.37,0,1.34,70.94,1.34,10.71,0,0,0,0,0,1.34,0,5.35,2.68,4.02,42.83,2.68,373.45,0,0,6.69,0,28.11,8.03,0,2.68,115.11,12.05,0,2.68,2.68,5.35,6.69,0,0,2.68
3Month,0.32,1.92,0.64,57.27,0.32,0,0.32,4.48,0.64,5.44,0,17.28,1.6,0,2.24,3.84,31.99,2.88,143.34,38.39,0,3.2,0.96,0.64,0.32,0.64,0,7.68,1.92,2.88,0.64,0,0,0.32,13.12,1.6,1.6
22Month,0,5.47,0.55,34.44,0.55,0,0,1.09,2.19,4.37,3.28,43.19,0.55,2.19,4.37,7.11,4.37,3.28,141.58,9.84,0,3.28,0,1.09,0,1.09,1.09,1.09,0,0.55,0.55,0,0,0,4.92,0,1.64
