stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,20.43,69.47,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.49,3.21,2.14,0,0,0,0,0,1.07,5.35,50.28,0,0,0,0,0,0,60.98,4.28,0,0,1.07,0,0,1.07,0,0,0
21Day,2.68,0,1.34,66.93,8.03,1.34,0,0,0,0,1.34,0,14.72,38.82,4.02,1.34,0,0,0,0,45.51,9.37,1.34,0,1.34,4.02,0,1.34,0,0,1.34
3Month,0,0.32,4.16,42.55,0.96,0,4.8,0.64,2.88,0.64,0,16.96,7.36,4.16,3.84,0.96,0.32,0,11.2,0.64,48.95,0,1.92,0,0,0.96,2.56,0,0,0.64,0
22Month,0,1.09,6.01,20.77,0,0,6.56,1.09,6.56,0.55,0,21.87,3.28,1.09,2.73,0.55,0,0.55,9.84,0,36.63,0,4.37,0.55,0,0,0,0,1.09,0,0
