stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,4.09,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,3.21,0,2.14,0,0,0,0,0,0,0,0,0,3.21,0,0,11.77,5.35,1.07,0,0,0,0,24.61,18.19,0,0,0,4.28,0,1.07,4.28,1.07,1.07,0,0,0
21Day,8.03,2.68,0,48.19,1.34,5.35,0,6.69,0,0,0,0,0,5.35,1.34,14.72,4.02,4.02,24.09,13.39,16.06,0,0,6.69,0,14.72,4.02,1.34,1.34,0,6.69,2.68,1.34,1.34,0,1.34,0,0,12.05
3Month,1.28,10.56,3.2,116.14,0.96,0,2.24,1.28,0.32,39.67,11.52,0.32,0,92.47,18.56,3.84,101.42,13.76,31.36,32.63,30.72,7.36,0,31.36,7.68,6.72,0.64,13.44,1.92,0,0.96,4.48,18.24,0.96,0,0,21.44,19.84,47.03
22Month,0,26.24,3.28,54.12,0,0,2.19,2.19,0,18.59,33.89,4.92,0,202.26,16.4,10.39,89.65,7.11,16.95,36.63,52.48,1.09,6.01,16.4,0.55,3.83,0.55,7.11,3.83,0.55,2.73,2.73,15.31,3.28,1.64,0,5.47,0,13.67
