stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,5.35,0,0,0,0,0
3Month,0.64,0,8.32,0.32,0,0.32,0.32,1.6,3.52,0,16.32,2.88,0.64,8.64,3.52,3.2,2.24,1.92,0.96,0,1.6,1.92,0.32,0,0.64,9.92,0,0,1.6,404.42,2.24,0.32,2.24,151.66,2.24
22Month,1.64,1.09,6.56,0,0,0.55,0.55,0.55,4.92,19.68,61.23,1.64,1.09,2.19,0,1.64,3.83,5.47,0,1.09,0.55,0.55,0.55,0,0,3.28,69.43,0,0,92.93,0,0,1.09,1.09,1.64
