stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,69.47,0,4.09,0,0,0,0,0,0,0,0,0,24.52,32.69,8.17,8.17,0,0,0,0,4.09,200.23,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,1.07,0,10.7,2.14,3.21,0,0,0,0,0,0,0,0,0,4.28,6.42,0,1.07,0,0,0,1.07,24.61,32.09,1.07,0,0,5.35,1.07,20.33,4.28,0,3.21,0,0,0
21Day,0,0,0,9.37,0,1.34,0,0,0,0,0,1.34,0,1.34,0,0,1.34,0,1.34,0,0,0,0,5.35,4.02,0,0,0,1.34,0,64.25,1.34,1.34,0,0,4.02,0
3Month,3.2,6.4,4.48,53.11,0.32,0,2.88,0.32,9.28,22.4,0.32,72.95,23.68,1.92,35.19,4.16,15.36,17.6,19.52,3.84,0.32,6.08,13.12,4.48,0.96,3.2,2.24,0,0.96,27.52,3712.69,5.44,0,0.32,12.8,923.69,16
22Month,0,0,0,1.09,0,0,0.55,0,1.64,2.73,0.55,26.24,1.09,0,10.39,0.55,0,4.37,2.73,0,1.64,0.55,0.55,1.09,0.55,1.09,0.55,61.77,0.55,3.28,811.78,2.19,0,0,0,3.28,1.09
