stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,0,8.56,0,0,0,0,0,0,0,0,0,0,3.21,0,5.35,0,0,1.07,16.05,12.84,0,0,0,3.21,0,0,0,1.07,1.07,0,0,0,0,0
21Day,2.68,1.34,1.34,6.69,0,13.39,0,1.34,1.34,0,0,1.34,0,1.34,0,0,8.03,1.34,8.03,0,1.34,0,10.71,10.71,0,0,0,4.02,0,0,0,0,1.34,5.35,2.68,0,0,2.68
3Month,0.64,0.64,0,9.92,0.32,0,0.32,0,1.28,3.2,0,12.48,5.12,0,1.6,3.2,2.24,2.24,2.88,0,2.56,2.56,1.28,0,7.04,0.32,0,0.32,0.32,0.32,29.12,0.32,0,0,0.64,6.4,1.92,1.6
22Month,0,1.64,0,6.01,0,0,0,0,1.64,13.67,4.37,32.25,0.55,1.09,3.83,1.09,1.09,7.65,3.28,0.55,2.19,0,0.55,1.09,3.28,0.55,0.55,0,0,0,4.37,1.64,0.55,0,0,1.64,0,2.19
