stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,1.07,0,0,0,0,10.7,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,73.62,2.68,0,1.34,0,0,0,0,0,1.34,4.02,1.34,4.02,0,1.34,0,0,5.35,0,4.02,5.35,0,0,0,2.68,1.34,0,1.34,1.34,0,0,0,1.34
3Month,1.92,2.56,2.24,159.33,0,1.28,0,10.56,5.76,0,56.95,5.44,0.32,568.87,4.8,14.08,7.04,11.52,4.16,0,1.92,3.2,0.32,0.32,0.64,0.96,0,0.96,5.12,9.92,0.32,0,0,2.88,4.48,3.52
22Month,0,1.64,7.65,37.17,0,0,0.55,12.03,4.92,5.47,97.85,2.19,0.55,744.54,0.55,2.19,12.03,8.2,0,3.83,2.19,0,0.55,0,4.92,1.09,0.55,0,0,0.55,1.64,1.09,0.55,0,0,2.19
