stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,8.17,0,0,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,7.49,1.07,0,0,0,0,0,0,0,1.07,0,6.42,52.42,1.07,8.56,0,4.28,0,0,16.05,9.63,0,0,0,8.56,0,0,0,0,0,0,0,0
21Day,1.34,0,0,4.02,2.68,0,1.34,0,0,0,1.34,0,0,0,0,5.35,1.34,5.35,0,0,0,0,1.34,2.68,0,1.34,0,5.35,0,2.68,4.02,0,0,0,0,4.02
3Month,0,1.28,0.64,6.08,0,0.96,0,0.32,0.96,0,64.31,3.2,0,1.28,0.64,0.96,2.56,5.12,2.88,0,0.64,0.32,0.32,0.32,0.32,0,0,0.32,1.28,112.94,1.28,0,0.64,0.64,14.72,0.64
22Month,0,4.37,0,7.11,0,1.64,0,0.55,6.01,2.73,114.25,0.55,1.64,1.64,0.55,1.09,3.83,0.55,0,1.09,0.55,0,0,0,0.55,0,20.23,0,1.09,20.77,0,0.55,0,0,0,0
