stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,35.3,6.42,1.07,2.14,0,0,2.14,0,0,0,0,0
21Day,0,0,0,8.03,0,0,0,0,0,0,0,0,2.68,1.34,0,0,0,0,0,26.77,4.02,0,0,0,1.34,0,0,1.34,0,0,0
3Month,0,0,3.52,0,0,0,0.32,0.32,0,7.36,0.64,0,6.72,0.64,0,0,0,0,0,1.6,0,0,0,0.32,10.24,0,0,0,0.32,86.39,0
22Month,0,3.83,4.37,0,0,0.55,0.55,4.92,4.37,203.9,1.64,1.09,14.21,1.09,0.55,2.19,6.56,2.73,2.19,2.19,0,0,0,1.09,3.28,0.55,1.09,0,1.09,0,4.37
