stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,3.21,1.07,11.77,0,0,0,0,0,0,0,0,5.35,0,10.7,0,0,0,29.95,7.49,0,0,0,6.42,0,0,0,1.07,0,1.07,0,0
21Day,2.68,1.34,0,4.02,1.34,6.69,1.34,0,0,0,0,0,1.34,0,14.72,0,16.06,0,0,0,21.42,0,0,0,0,4.02,1.34,0,2.68,2.68,1.34,0,0,1.34
3Month,0,0.32,0.64,4.16,0.64,0,1.28,0.32,0,0,6.08,1.28,0,1.28,1.92,1.28,3.2,0.64,0,1.28,9.6,0,0.32,0,0,0.32,0.64,12.8,0,0,0,0,8.32,0
22Month,0,0,0,0.55,0.55,0,1.09,0.55,3.28,4.37,27.33,2.73,0,4.37,3.28,1.64,2.19,0,1.64,0,8.2,0,1.09,0.55,0.55,0,0,3.83,1.64,0.55,0,0,0,1.09
