stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,16.35,8.17,12.26,8.17,0,0,0,0,0,85.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,6.42,0,3.21,0,0,0,0,0,0,0,0,0,0,0,4.28,22.47,0,4.28,0,1.07,0,2.14,16.05,34.23,0,0,2.14,0,1.07,7.49,0,1.07,0,0,0
21Day,6.69,1.34,0,37.48,0,22.76,0,8.03,0,0,2.68,0,0,9.37,0,8.03,2.68,2.68,10.71,5.35,9.37,0,0,5.35,1.34,12.05,20.08,0,2.68,1.34,4.02,0,4.02,0,0,0,0,0
3Month,2.24,8.64,4.48,95.34,0.64,0,2.56,4.16,0,10.56,9.28,0,0,264.92,8.96,5.12,52.15,8.32,16.96,21.44,17.28,5.12,0.64,9.6,13.12,4.8,1.6,7.36,3.2,1.28,3.84,177.57,2.56,0,1.6,6.4,33.27,7.04
22Month,0,3.28,4.37,21.32,1.09,0,0.55,1.64,0.55,4.37,15.31,9.84,0,174.38,4.37,5.47,46.47,2.73,6.01,26.24,16.4,0.55,3.28,3.83,0.55,3.28,0,6.56,0.55,0.55,0.55,10.93,4.92,2.19,0,2.19,0,1.64
