stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,4.09,4.09,0,0,0,0,0,0,0,0,0,0,24.52,0,0,16.35,0,0,0,4.09,8.17,331,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,4.28,0,9.63,19.26,11.77,0,0,0,0,0,0,0,0,0,0,1.07,11.77,0,3.21,0,0,0,1.07,51.35,69.54,0,0,2.14,0,0,0,64.19,2.14,0,0,0
21Day,0,0,0,8.03,8.03,1.34,0,0,0,0,0,0,1.34,0,2.68,0,2.68,0,1.34,0,0,0,0,0,9.37,20.08,0,0,0,0,0,1.34,5.35,0,0,0,0
3Month,0.64,2.88,1.92,114.86,6.08,0,0.32,0.64,0.32,3.84,2.88,0.32,59.83,13.44,0.96,30.4,21.44,10.88,8.32,9.28,1.6,0.32,3.2,6.4,15.04,2.24,3.84,0.96,0,3.84,0.32,56.31,1.92,0.32,4.48,641.5,6.08
22Month,0.55,0.55,1.64,54.67,0.55,0,1.09,1.09,0,2.19,6.56,2.19,42.64,2.19,1.64,18.59,3.83,1.09,14.76,7.65,0.55,1.64,1.09,0.55,8.75,3.28,1.64,1.09,1.09,0.55,0,47.56,1.64,0.55,0,1.64,4.37
