stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,0,0,4.02,1.34,13.39,0,1.34,0,0,0,0,1.34,107.08,0,0,1.34,6.69,14.72,0,0,0,0,16.06,14.72,0,1.34,5.35,1.34,0,0,1.34,2.68,0,0,156.61
3Month,0,1.92,0,6.4,0,0,2.88,0,0.96,4.8,0,8.96,13.44,4.16,2.56,0.32,1.6,9.6,2.88,0.64,0,0.32,0.64,2.56,0,0,0.32,0,1.6,5.76,0,0,0,1.28,15.68,249.88
22Month,0,1.09,0.55,3.83,0,0,2.19,0,0.55,9.84,2.73,20.23,6.01,3.83,0,0.55,0.55,21.32,3.83,0,0.55,0.55,0,0.55,0,0.55,0,0.55,0.55,2.73,0.55,0,0,0,0,205.54
