stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,32.69,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,12.26,73.56,0,0,0,0,44.95,731.47,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,19.26,7.49,0,10.7,8.56,8.56,0,0,0,0,0,0,0,0,0,3.21,22.47,0,73.82,0,0,1.07,0,420.43,196.84,2.14,6.42,0,60.98,0,0,23.54,0,1.07,6.42,0,0,0
21Day,13.39,0,0,9.37,1.34,2.68,0,0,0,0,0,0,0,1.34,6.69,0,4.02,0,72.28,0,0,6.69,0,91.02,60.23,0,4.02,0,21.42,5.35,1.34,2.68,1.34,0,1.34,0,0,2.68
3Month,0.32,8,0.32,9.28,0.32,0,0.32,0.32,0.64,2.24,0.32,9.92,2.88,0.32,9.28,0.96,3.2,1.28,25.6,3.2,0,0,0.64,2.88,1.6,2.56,2.56,0,1.92,0.32,28.48,0.64,0,0,0.96,1.6,11.52,0.64
22Month,1.09,14.21,0,7.65,1.09,0,0.55,0,1.09,2.19,1.64,45.37,0.55,1.64,6.56,0,2.19,2.73,26.24,1.09,1.09,0,0,4.37,1.09,2.73,4.37,1.09,0.55,0,10.93,3.83,0,0,0,0,0,0
