stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,49.21,0,1.07,0,0,0,0,0,0,0,0,2.14,0,0,1.07,0,13.91,0,0,1.07,1.07,0,0,0,1.07,2.14,0,0,0,0,0,0,0
21Day,0,0,0,1.34,87,0,16.06,0,0,0,0,14.72,0,0,0,0,2.68,0,4.02,0,1.34,1.34,0,1.34,2.68,0,0,0,1.34,2.68,0,0,0,2.68,0,0,1.34
3Month,0,3.52,1.6,25.6,0,6.72,0.96,4.16,2.56,0,0,1293.87,4.16,0.32,12.8,1.92,5.76,5.44,5.76,0.96,1.92,2.24,2.24,2.24,0.32,0.64,2.88,0,1.28,14.4,4.16,0.32,0,0,1.92,1.6,1.92
22Month,1.64,8.75,2.73,30.61,0,5.47,1.64,6.56,13.67,2.19,0,1733.99,6.56,1.64,11.48,0.55,2.19,9.84,8.2,0,110.42,2.19,1.09,0,0,1.09,4.92,2.19,0.55,3.83,2.19,0,0.55,0,0,0,4.92
