stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,0,6.42,0,0,0,0,63.12,14.98,0,0,18.19,0,0,2.14,1.07,0,0,9.63,0,0,0
21Day,13.39,1.34,0,13.39,0,9.37,1.34,0,0,0,0,1.34,1.34,0,0,0,5.35,4.02,238.26,0,0,5.35,0,82.99,12.05,0,0,254.32,10.71,0,4.02,5.35,1.34,6.69,8.03,0,0,2.68
3Month,1.92,1.6,0,8.96,0.32,0,0,0.32,0.96,4.16,0,5.76,2.24,0,5.12,3.52,1.92,2.24,110.38,6.08,0,1.6,0.32,2.24,7.68,0.64,0,0.32,1.6,0.64,9.92,28.16,0,0,84.79,0.96,4.16,0.64
22Month,1.09,2.19,1.09,8.75,0,0,0,0,0.55,3.83,1.09,27.88,1.09,0.55,7.65,0,2.19,2.19,125.18,6.01,0.55,0.55,0,1.64,6.56,0.55,0.55,0.55,1.64,0,14.21,77.08,4.37,0,54.12,0.55,0,1.09
