stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,3.21,0,0,0,0,0,0,0,0,0,1.07,46,0,3.21,0,0,0,1.07,8.56,7.49,0,0,0,1.07,0,0,2.14,0,1.07,0,0,0,0
21Day,2.68,1.34,2.68,45.51,4.02,1.34,0,1.34,0,0,0,2.68,0,1.34,9.37,1.34,48.19,8.03,12.05,0,0,5.35,0,10.71,1.34,2.68,5.35,0,5.35,4.02,0,2.68,1.34,0,0,0,0,0
3Month,0.32,3.2,4.48,89.27,0,0,2.24,0.32,16.96,2.24,0,76.47,5.12,1.6,99.82,11.84,18.88,5.12,17.28,4.48,0,18.56,2.88,0.96,0,4.8,0.96,0,0.96,3.84,23.04,4.48,0,0,0.96,1.6,2.88,2.88
22Month,0,6.56,5.47,53.57,0,0,1.09,0,16.4,3.83,11.48,134.48,2.19,2.73,82.54,6.01,7.11,10.93,22.41,0,1.09,25.69,0.55,1.64,0.55,4.92,2.73,1.64,0,0,13.12,4.37,0,0,0,1.09,0,2.19
