stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,4.09,0,12.26,0,0,0,0,0,0,0,44.95,0,0,0,0,4.09,44.95,4.09,8.17,0,0,0,0,3775.84,98.07,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,0,0,7.49,4.28,23.54,0,2.14,0,1.07,0,0,0,0,0,0,5.35,38.51,2.14,18.19,0,0,0,0,1907.44,68.47,1.07,3.21,33.16,0,0,19.26,3.21,1.07,0,0,0
21Day,6.69,1.34,0,26.77,0,9.37,0,2.68,0,1.34,0,0,0,0,4.02,5.35,2.68,14.72,5.35,16.06,0,0,0,0,511.32,10.71,0,0,1.34,2.68,1.34,4.02,2.68,1.34,0,0,1.34
3Month,0,0.64,0.32,7.04,0.32,0,0.32,0.32,0.32,2.24,0,0,12.16,3.52,0,7.04,0.32,1.6,2.24,1.92,1.28,0,0.96,0.64,66.55,0,0,0.64,0.32,1.28,31.04,0.64,0,0,0.64,10.56,3.2
22Month,0,3.28,1.09,9.84,0.55,0,1.09,0.55,1.09,8.75,5.47,0,73.25,3.28,2.73,13.12,1.09,1.09,10.93,8.75,0,5.47,2.19,0,28.97,1.09,1.64,0.55,0,2.19,49.2,1.09,0,0,0.55,0,2.19
