stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.64,0,0,0,0,16.35,224.75,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,4.28,0,1.07,0,5.35,0,0,0,0,0,0,0,0,2.14,7.49,0,57.77,0,1.07,5.35,1.07,31.02,47.07,0,1.07,52.42,1.07,0,7.49,0,1.07,2.14,0,0,0
21Day,14.72,4.02,0,8.03,0,1.34,0,0,0,0,1.34,0,0,1.34,1.34,5.35,2.68,66.93,0,0,33.46,0,10.71,13.39,2.68,2.68,30.79,2.68,1.34,5.35,1.34,5.35,1.34,0,0,1.34
3Month,0,5.44,0.64,8,0,0,0.32,1.28,0.96,0,77.11,0.96,0,3.52,1.6,2.24,1.6,20.8,4.16,0.64,6.4,1.92,0.32,0.32,0.64,1.6,2.24,3.52,16.32,0.64,0,0,0.32,37.43,8.96,0.96
22Month,1.64,13.12,1.09,10.93,0.55,0,0.55,1.09,3.83,8.2,129.56,1.64,1.09,4.92,1.09,1.64,1.64,23.51,1.09,2.19,3.83,0,0.55,0.55,1.64,1.09,2.73,0,3.28,0,0,0,0,4.92,0,0
