stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,8.17,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,0,0,0,0,0,1.07,1.07,0,0,0,3.21,0,0,0,0,0,0,0,0
21Day,5.35,0,0,156.61,0,6.69,0,0,0,1.34,0,0,0,4.02,0,5.35,422.98,2.68,10.71,0,0,1.34,0,9.37,2.68,0,1.34,0,1.34,2.68,0,2.68,1.34,4.02,0,0,0
3Month,0.32,0.64,0.64,186.21,0.32,0,0.64,0,3.84,2.24,0,8.96,3.84,0.64,10.24,12.48,78.39,8,3.52,0.32,0,20.8,2.88,3.2,0,3.84,2.24,0,0,0.96,5.12,0.32,0,0,0.96,1.28,8.96
22Month,0.55,1.64,1.64,55.21,0,0,0.55,0.55,6.56,2.73,2.73,22.41,0.55,0,16.95,6.01,31.71,5.47,5.47,0,1.09,8.75,1.09,1.09,0,4.92,0.55,1.64,0,0,16.4,0,0,0,0.55,0,3.28
