stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,4.09,0,0,4.09,4.09,0,49.04,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,0,0,0,0,0,0,2.14,1.07,0,4.28,2.14,95.21,14.98,1.07,1.07,0,0,6.42,4.28,0
21Day,1.34,0,0,1.34,2.68,1.34,0,0,0,1.34,0,4.02,1.34,0,4.02,1.34,13.39,2.68,1.34,0,0,0,0,2.68,0
3Month,0,0,0.32,1.6,0,0,0.32,0.32,0,0,1.6,1.92,0.96,0,0.96,0.64,0.32,0,0.32,0,4.48,0.32,0,0,5.76
22Month,0,0,0,1.64,0.55,0,0,0.55,1.09,0.55,0,0,0.55,0.55,0.55,0,1.09,0,2.19,0,1.09,0,2.19,0,0
