stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,12.26,0,0,0,0,4.09,40.86,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,7.49,0,0,0,0,35.3,27.81,2.14,0,0,2.14,0,0,2.14,0,0,0,0
21Day,1.34,0,0,6.69,0,5.35,0,0,0,0,0,0,0,0,8.03,0,0,2.68,4.02,13.39,0,0,0,0,33.46,12.05,1.34,1.34,0,6.69,0,1.34,4.02,0,0,0,1.34
3Month,0,0.96,0.32,16,0,0,0.64,0,0,1.28,3.84,0,10.56,1.28,0.64,8.32,3.2,3.84,3.2,5.12,0.32,0.32,0.64,1.28,1.28,0.96,0.64,0.64,0,0,1.6,38.39,0,0,1.92,1.28,3.2
22Month,0,6.01,1.09,7.65,0,0,1.09,2.19,0.55,0,13.12,0.55,37.17,0.55,2.73,10.93,1.09,1.09,6.01,7.65,0,1.64,1.09,0,1.64,0,1.64,1.09,0.55,1.09,1.09,7.11,1.64,0.55,0.55,0,4.92
