stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,40.86,0,0,0,0,0,0,4.09,0,0,0,0,0,44.95,8.17,40.86,0,0,0,0,12.26,445.42,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,3.21,90.93,0,0,0,0,0,0,0,0,0,0,3.21,26.74,0,6.42,0,0,0,0,14.98,11.77,0,1.07,0,4.28,1.07,4.28,3.21,0,0,0
21Day,1.34,0,0,17.4,135.19,1.34,0,0,1.34,0,0,2.68,0,1.34,1.34,0,30.79,4.02,16.06,0,1.34,0,0,4.02,8.03,0,0,0,4.02,5.35,44.17,2.68,0,0,1.34
3Month,0,0.32,1.92,15.04,6.72,0,0.64,2.24,2.56,0,0,47.03,4.48,0.32,8.96,0.64,4.48,2.88,5.44,1.6,0,0.64,2.56,2.24,0,1.28,0.32,0,0.64,4.8,441.21,0.96,2.24,392.9,4.48
22Month,0,3.28,1.09,4.92,2.19,0,1.64,1.09,1.09,1.09,0,266.22,0.55,0,4.37,0,0.55,0,12.03,0,1.64,0.55,0,0,0,0,0,13.67,0.55,0,63.41,0,0.55,2.73,1.09
