stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,8.17,0,32.69,0,4.09,0,0,0,4.09,0,8.17,0,0,0,0,12.26,53.12,138.94,69.47,0,0,0,8.17,77.64,604.79,0,0,4.09,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,40.65,13.91,0,34.23,2.14,4.28,0,6.42,0,2.14,0,0,1.07,0,4.28,0,63.12,47.07,9.63,56.7,0,19.26,1.07,2.14,232.14,226.8,0,0,31.02,4.28,0,1.07,14.98,6.42,3.21,13.91,0,0,0
21Day,62.91,6.69,5.35,121.81,4.02,52.2,0,74.96,2.68,1.34,0,0,9.37,2.68,46.85,10.71,25.43,41.49,26.77,115.11,0,0,9.37,0,87,91.02,4.02,1.34,42.83,17.4,0,6.69,17.4,6.69,12.05,5.35,0,0,8.03
3Month,1.6,2.88,3.2,63.99,0.32,0,0.96,4.16,6.08,11.2,0,0,109.1,9.6,7.04,32.31,12.8,21.76,16.64,20.16,12.8,0.32,4.8,4.8,3.84,1.28,2.24,2.56,0.96,4.8,0.64,95.34,0.32,0,0,0.32,4.16,18.56,19.2
22Month,0,2.73,2.19,30.61,0.55,0,1.64,3.28,3.28,24.05,2.19,0,181.49,6.56,15.31,24.6,2.73,4.92,29.52,28.97,1.64,8.2,2.19,0,1.09,0.55,4.92,4.37,0.55,1.64,0,19.68,1.64,2.19,0,0,0,0,5.47
