stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,11.77,1.07,0,0,0,0,0,0,0,0,0,0,0,181.86,1.07,1.07,0,0,0,0,4.28,5.35,0,0,1.07,0,0,1.07,0,0,0,0,0,0
21Day,0,0,0,109.76,1.34,0,1.34,0,0,0,0,0,0,0,2.68,0,129.84,0,2.68,0,0,0,0,5.35,4.02,0,0,0,0,0,0,1.34,4.02,0,0,0,0
3Month,0.32,2.88,8.96,2504.56,0,2.24,0.32,0.32,4.16,14.08,0.32,33.27,15.04,1.6,19.52,34.55,22.72,10.88,16.64,0.32,0,2.88,3.84,3.2,0,2.24,1.6,0,4.8,19.84,0.96,0,0,0.32,5.44,14.4,14.72
22Month,0,2.19,158.53,206.09,0,1.64,1.09,0,0,9.84,1.64,47.56,1.64,0.55,6.01,5.47,2.19,6.01,5.47,0,3.28,1.09,0,0,0,1.64,1.64,0.55,0,14.76,0.55,0,0,0,0,0,1.64
