stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,1.07,0,1.07,9.63,0,2.14,0,0,0,0,4.28,5.35,0,0,0,0,0,0,0,0,0
21Day,0,0,5.35,54.88,0,2.68,0,0,0,0,0,1.34,0,2.68,5.35,5.35,37.48,1.34,0,0,0,0,0,5.35,0,0,0,1.34,1.34,1.34,0,0,0,4.02
3Month,0.64,5.44,18.56,290.51,0.32,0,2.24,1.28,74.55,14.72,0,248.28,12.48,7.68,333.07,15.68,45.43,28.48,15.68,2.88,1.28,40.63,14.08,2.88,0.32,12.16,1.28,0.64,6.72,27.84,0.32,9.6,8.96,61.11
22Month,2.19,15.85,21.87,181.49,0,0,6.01,1.09,73.25,38.27,13.12,405.62,6.01,28.97,564.69,9.84,23.51,53.03,22.96,1.09,9.84,29.52,0.55,2.73,0.55,15.85,1.09,0.55,1.64,35.53,0.55,2.19,0,32.25
