stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.67,0,0,0,0,1.07,0,0,7.49,1.07,0,0,0,0,1.07,0,2.14,0,0,0,0,0
21Day,0,0,4.02,24.09,0,4.02,0,0,0,2.68,0,0,2.68,0,1.34,29.45,0,1.34,5.35,4.02,0,0,1.34,0,2.68,2.68,0,0,0,1.34,13.39,0,0,0,0,0,0,4.02
3Month,2.24,9.6,47.35,972.65,0,0,6.4,0.32,0.32,316.75,14.4,0.32,86.39,21.12,1.28,2043.84,4.16,20.16,98.54,19.2,4.48,0,8.64,1.6,5.44,0.64,13.76,1.92,0,1.28,24.32,14.72,1.28,0.32,0.64,5.44,9.6,20.48
22Month,0.55,12.57,83.09,1507.13,0.55,0,2.73,1.09,0,400.7,26.24,8.2,193.52,8.2,0.55,2483.45,2.73,3.28,35.53,26.24,3.83,9.84,8.2,0,0.55,1.09,21.32,8.75,2.73,1.09,9.84,3.28,1.09,1.09,1.09,2.19,0,10.93
