stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,44.95,0,0,0,20.43,257.44,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,5.35,7.49,0,14.98,2.14,0,0,235.35,22.47,4.28,0,20.33,0,0,4.28,0,0,1.07,0,0,0
21Day,5.35,0,0,14.72,1.34,9.37,0,1.34,0,0,0,0,0,5.35,1.34,2.68,4.02,1.34,12.05,0,1.34,0,133.85,8.03,1.34,0,6.69,2.68,0,1.34,2.68,4.02,0,0,0,0
3Month,0,0,0.64,20.16,0.32,0,0.96,0.32,0,0,0,10.88,0.64,0.32,3.2,0.32,3.2,1.28,1.92,0,0.64,0.32,3.84,0,0.64,0,3.2,0.32,2.88,0.32,0,0,0,0.32,0.32,6.4
22Month,0,5.47,0,217.02,0.55,0,1.09,1.09,0.55,1.64,1.64,66.69,2.73,3.28,10.39,0,1.64,8.2,8.2,4.37,1.09,0,3.28,0,3.28,1.09,0,1.09,0,3.28,0.55,0,0,0,0,1.64
