stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,4.09,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,20.33,109.12,1.07,0,0,2.14,0,0,0,0,0,1.07,21.4,0,6.42,0,0,0,0,431.13,12.84,3.21,1.07,11.77,2.14,0,3.21,38.51,46,2.14,0,0,0
21Day,6.69,0,0,278.41,76.3,8.03,6.69,0,0,0,5.35,1.34,6.69,5.35,0,24.09,4.02,17.4,0,0,1.34,0,357.39,34.8,4.02,0,4.02,17.4,0,4.02,66.93,258.34,2.68,0,0,4.02
3Month,0.32,0.96,0.64,32.31,7.68,0,0.64,1.6,2.24,0,11.2,1.92,0.32,5.12,2.24,8,0.64,6.08,0.64,0.32,0.64,0.32,110.38,1.28,7.36,0,0.32,2.24,2.24,0.32,0.64,0,0.64,0.96,1.6,3.84
22Month,0.55,1.09,0,29.52,3.83,0,0,1.64,4.37,1.64,48.65,1.64,1.09,4.92,0,5.47,3.28,13.12,0,1.09,0,0,97.85,0.55,9.29,0,0,0,1.64,3.83,0.55,0,0,0,0,1.64
