stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,8.17,0,0,0,0,0,0,20.43,0,0,4.09,0,0,0,0,36.78,0,0,0,0,28.6,257.44,0,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,18.19,1.07,0,11.77,9.63,12.84,0,0,0,0,0,0,0,0,0,18.19,26.74,1.07,53.49,0,2.14,1.07,0,1437.8,279.22,3.21,9.63,0,49.21,0,0,32.09,8.56,4.28,9.63,0,0,0
21Day,45.51,4.02,0,29.45,4.02,9.37,0,0,2.68,0,0,4.02,0,2.68,4.02,1.34,12.05,2.68,73.62,0,0,6.69,1.34,487.23,104.41,4.02,10.71,0,32.12,13.39,0,29.45,14.72,29.45,9.37,0,0,5.35
3Month,0,0.32,0.32,16.64,0.32,0,0.32,2.56,0.32,0,0,35.83,1.6,0,6.4,2.24,3.52,0.64,6.08,0.96,0,2.24,3.2,8.32,0.64,7.68,1.28,0,0.32,0.64,59.19,0,0,0,1.28,4.16,133.42,1.6
22Month,0,3.28,0.55,6.56,0.55,0,2.19,1.09,4.37,1.64,0,106.05,1.64,0,8.2,1.09,1.64,3.28,7.11,0,3.83,1.64,0,4.92,1.09,7.65,1.09,1.09,0,1.09,24.05,5.47,7.65,0,0,0.55,0,2.73
