stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,5.35,0,9.63,0,0,0,0,0,0,0,0,0,2.14,6.42,0,9.63,0,1.07,0,0,41.72,18.19,0,0,4.28,0,0,5.35,0,1.07,0,0,0
21Day,5.35,0,0,18.74,5.35,9.37,0,2.68,0,1.34,0,1.34,1.34,1.34,2.68,1.34,13.39,4.02,13.39,0,0,2.68,0,17.4,6.69,0,0,16.06,0,0,1.34,2.68,2.68,0,0,2.68
3Month,0,0.32,0.32,18.56,0.64,0,0.32,0.32,0.96,7.36,0.32,12.16,3.52,0.32,8.96,1.92,6.4,3.84,7.36,1.28,0.32,1.28,2.88,0.32,0.32,1.28,0.32,0,0.64,11.2,0.32,0,0,2.24,95.02,0.96
22Month,0,0.55,1.09,3.28,0,0,0,0,0.55,7.11,8.75,68.33,1.64,0.55,18.59,0.55,2.19,2.73,8.75,0.55,2.19,2.19,0.55,0,0,0,0.55,0,0.55,3.28,2.19,0,0,0.55,1.09,3.28
