stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,7.49,2.14,1.07,0,0,0,0,0,0,0,0,0,0,5.35,4.28,0,4.28,0,1.07,0,0,12.84,17.12,0,0,3.21,0,1.07,2.14,0,0,0,0,0
21Day,1.34,0,1.34,0,6.69,0,6.69,0,0,2.68,0,0,0,6.69,1.34,4.02,0,8.03,0,0,0,1.34,0,2.68,2.68,0,0,4.02,1.34,1.34,0,1.34,0,0,0,5.35
3Month,0,1.92,6.4,0,0,0,0.64,0.32,0.32,18.56,0,15.36,2.88,0.96,4.48,0,3.84,6.72,2.24,0.64,0,0.64,1.92,0.32,0,0.32,0,0,0.64,35.19,0,0,0,0.64,30.4,3.52
22Month,0,1.09,2.73,0,0,1.64,0.55,0,0,18.59,1.09,12.57,1.64,1.64,1.09,0.55,0.55,7.11,1.09,0.55,0,0,0,0,0.55,0,0.55,0.55,0.55,8.75,0,0,0.55,1.09,0,2.19
