stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,44.95,0,4.09,4.09,0,0,0,12.26,0,0,0,0,8.17,4.09,4.09,44.95,0,0,0,0,8.17,294.22,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,0,4.28,2.14,0,0,0,0,0,0,1.07,0,0,14.98,0,10.7,0,1.07,0,0,33.16,34.23,0,9.63,1.07,0,1.07,0,1.07,0,0,0,0
21Day,10.71,0,0,5.35,1.34,8.03,2.68,0,0,0,0,1.34,0,5.35,0,1.34,2.68,2.68,20.08,0,0,1.34,0,5.35,13.39,0,5.35,5.35,0,1.34,0,2.68,1.34,0,0,0
3Month,0.32,0.96,0.32,5.44,0,0,1.28,0,4.16,0,0,0.64,1.6,0.96,0.32,0.96,5.12,0,11.52,2.88,0,0.64,1.28,0.96,0,0,0.32,0,39.35,0,0,0,0,0.32,4.16,0.32
22Month,0,0.55,0.55,10.39,0,0,0,3.28,7.11,19.13,0,6.56,0,0.55,14.21,1.09,2.19,1.09,5.47,0,0.55,0,0.55,0.55,0.55,0.55,0.55,0,0,1.09,0.55,0,0,0,0,0.55
