stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,40.86,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,16.35,28.6,98.07,0,0,0,0,24.52,347.34,0,0,0,16.35,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,6.42,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,8.56,0,25.67,0,0,3.21,0,59.91,9.63,2.14,0,0,19.26,0,11.77,6.42,1.07,0,0,0
21Day,16.06,2.68,0,16.06,4.02,2.68,0,1.34,0,0,0,0,0,2.68,0,4.02,0,0,4.02,1.34,40.16,0,0,6.69,0,21.42,16.06,0,1.34,0,16.06,9.37,108.42,6.69,4.02,0,0,2.68
3Month,3.52,4.8,2.88,61.75,1.6,0,3.52,0.96,3.52,9.28,19.84,0.32,0,95.98,29.12,1.6,39.67,12.48,28.16,59.83,74.55,25.6,0.32,11.2,11.84,9.6,4.16,9.28,4.16,0,0.96,22.72,3870.75,2.88,2.56,20.16,634.14,20.16
22Month,1.64,13.12,2.19,30.07,0,0,3.28,2.19,0,2.73,13.67,8.2,0,240.53,9.84,0.55,19.13,2.73,3.83,41,50.84,2.73,7.11,1.09,0,3.28,3.83,14.76,3.28,59.04,1.09,6.56,1377.57,6.01,0.55,0.55,5.47,2.73
