stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,89.9,12.26,0,4.09,0,0,0,16.35,20.43,686.52,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,11.77,58.84,1.07,0,0,0,0,0,0,0,0,0,0,12.84,17.12,0,6.42,0,0,0,6.42,54.56,83.44,0,2.14,3.21,0,0,136.93,0,3.21,0,0,0
21Day,2.68,0,0,8.03,45.51,1.34,0,0,0,0,0,0,0,0,0,0,1.34,5.35,0,0,0,1.34,1.34,1.34,9.37,16.06,0,0,2.68,5.35,4.02,25.43,0,4.02,0,0,0
3Month,1.28,4.8,4.48,198.37,24,0,0.96,1.28,0.64,5.44,12.16,0.64,85.75,19.84,0.96,27.84,86.07,17.92,13.76,20.48,1.28,0.32,6.08,14.72,19.52,0.96,6.72,2.88,1.6,9.6,610.78,3.84,0,5.44,6.08,4415.3,10.56
22Month,0.55,0,0.55,97.85,9.29,0,0.55,0,0,2.73,3.83,0.55,21.87,1.64,0,3.83,10.39,1.09,1.64,7.11,0,1.09,1.09,3.83,8.75,0.55,0.55,0.55,0.55,0.55,311.59,9.29,0.55,0.55,0,23.51,1.64
